87.8, 97.5, 8
175.5, 195, 11
263.3, 292.5, 15
351, 390, 17
526.5, 585, 21
702, 780, 24
N/A, N/A, 26
877.5, 975, 31
1053, 1170, 35
1170, 1300, 37
