13, 14.4, 2
26, 28.9, 5
39, 43.3, 9
52, 57.8, 11
78, 86.7, 15
104, 115.6, 18
117, 130.3, 20
130, 144.4, 25
156, 173.3, 29
N/A, N/A, 31
